activist_insight,2026-05-10 01:35:21.070,[dbo].[tblV2a_alert_activists_precalc],dbo,tblV2a_alert_activists_precalc,5,idx_cover_activist_id,NONCLUSTERED,0,0,0,0,0,NULL,0,PRIMARY,activist_id,alert_id,1,4,activist_id,alert_id,activist_id|alert_id|,12811282,1,397.48,0,0,0,0,0,NULL,0,NULL,NULL,NULL,NULL,"CREATE NONCLUSTERED INDEX [idx_cover_activist_id] ON [dbo].[tblV2a_alert_activists_precalc] ([activist_id] ASC) INCLUDE (alert_id) WITH (DROP_EXISTING = OFF, ONLINE = ON) ON [PRIMARY];",DROP INDEX [idx_cover_activist_id] ON [dbo].[tblV2a_alert_activists_precalc];
activist_insight,2026-05-10 01:35:21.070,[dbo].[tblVotingImport_Overrides],dbo,tblVotingImport_Overrides,1,cdx_tblvotingimport_overrides_import_check_id,CLUSTERED,0,0,0,0,0,NULL,90,PRIMARY,import_check_id,NULL,1,8,import_check_id,NULL,import_check_id||,11739013,1,734.24,7,417,2,2267924,426,0.00,-2267498,2026-09-01 15:41:32.907,2026-09-02 08:35:20.450,2026-09-01 15:38:22.790,2026-09-02 08:37:45.580,"CREATE CLUSTERED INDEX [cdx_tblvotingimport_overrides_import_check_id] ON [dbo].[tblVotingImport_Overrides] ([import_check_id] ASC) WITH (DROP_EXISTING = OFF, ONLINE = ON, FILLFACTOR = 90) ON [PRIMARY];",DROP INDEX [cdx_tblvotingimport_overrides_import_check_id] ON [dbo].[tblVotingImport_Overrides];
activist_insight,2026-05-10 01:35:21.070,[dbo].[tblVotingImport_Overrides],dbo,tblVotingImport_Overrides,2,PK__tblVotingImport_Overrides__import_override_id,NONCLUSTERED,1,1,0,0,0,NULL,0,PRIMARY,import_override_id,NULL,1,4,import_override_id,NULL,import_override_id||,11739013,1,412.31,0,2,0,6499213,2,0.00,-6499211,NULL,2026-09-01 15:38:22.790,NULL,2026-09-02 08:33:03.553,"CREATE UNIQUE NONCLUSTERED INDEX [PK__tblVotingImport_Overrides__import_override_id] ON [dbo].[tblVotingImport_Overrides] ([import_override_id] ASC) WITH (DROP_EXISTING = OFF, ONLINE = ON) ON [PRIMARY];","-- Constraint-backed, review before dropping: ALTER TABLE [dbo].[tblVotingImport_Overrides] DROP CONSTRAINT [PK__tblVotingImport_Overrides__import_override_id];"
activist_insight,2026-05-10 01:35:21.070,[dbo].[tblVulnerability_scores],dbo,tblVulnerability_scores,1,PK_tblVulnerability_scores,CLUSTERED,1,1,0,0,0,NULL,0,PRIMARY,vulnerability_score_id,NULL,1,4,vulnerability_score_id,NULL,vulnerability_score_id||,10367713,1,1029.63,0,1,5029712,25809532,5029713,0.19,-20779819,NULL,2026-05-25 20:33:29.940,2026-09-02 09:02:52.920,2026-09-02 09:02:53.240,"CREATE UNIQUE CLUSTERED INDEX [PK_tblVulnerability_scores] ON [dbo].[tblVulnerability_scores] ([vulnerability_score_id] ASC) WITH (DROP_EXISTING = OFF, ONLINE = ON) ON [PRIMARY];","-- Constraint-backed, review before dropping: ALTER TABLE [dbo].[tblVulnerability_scores] DROP CONSTRAINT [PK_tblVulnerability_scores];"
activist_insight,2026-05-10 01:35:21.070,[dbo].[tblVulnerability_scores],dbo,tblVulnerability_scores,9,NonClusteredColumnStoreIndex-20180215-190448,NONCLUSTERED COLUMNSTORE,0,0,0,0,0,NULL,0,PRIMARY,NULL,"pid, score_as_at, current_score, score, prank, unchanged_as_at, prob",0,0,NULL,"current_score, pid, prank, prob, score, score_as_at, unchanged_as_at","|current_score, pid, prank, prob, score, score_as_at, unchanged_as_at|",10367713,1,287.42,0,573526,0,25809532,573526,0.02,-25236006,NULL,2026-09-02 08:36:38.357,NULL,2026-09-02 09:02:53.240,NULL,DROP INDEX [NonClusteredColumnStoreIndex-20180215-190448] ON [dbo].[tblVulnerability_scores];
activist_insight,2026-05-10 01:35:21.070,[dbo].[tblVulnerability_scores],dbo,tblVulnerability_scores,11,tblVulnerability_scores_NonClustered_PID_current_scoren,NONCLUSTERED,0,0,0,0,0,NULL,0,PRIMARY,"current_score, pid, score","score_as_at, prank",3,14,"current_score, pid, score","prank, score_as_at","current_score, pid, score|prank, score_as_at|",10367713,1,421.73,7778429,0,0,18724552,7778429,0.42,-10946123,2026-09-02 09:02:53.903,NULL,NULL,2026-09-02 09:02:53.240,"CREATE NONCLUSTERED INDEX [tblVulnerability_scores_NonClustered_PID_current_scoren] ON [dbo].[tblVulnerability_scores] ([current_score] DESC, [pid] ASC, [score] ASC) INCLUDE (score_as_at, prank) WITH (DROP_EXISTING = OFF, ONLINE = ON) ON [PRIMARY];",DROP INDEX [tblVulnerability_scores_NonClustered_PID_current_scoren] ON [dbo].[tblVulnerability_scores];
activist_insight,2026-05-10 01:35:21.070,[dbo].[tblVulnerability_scores],dbo,tblVulnerability_scores,12,idx_tblVulnerability_scores_pid_covering,NONCLUSTERED,0,0,0,0,0,NULL,0,PRIMARY,pid,"current_score, score, prank, score_as_at, unchanged_as_at, prob",1,4,pid,"current_score, prank, prob, score, score_as_at, unchanged_as_at","pid|current_score, prank, prob, score, score_as_at, unchanged_as_at|",10367713,1,528.80,12299991,0,0,19010234,12299991,0.65,-6710243,2026-09-02 09:02:52.497,NULL,NULL,2026-09-02 09:02:53.240,"CREATE NONCLUSTERED INDEX [idx_tblVulnerability_scores_pid_covering] ON [dbo].[tblVulnerability_scores] ([pid] ASC) INCLUDE (current_score, score, prank, score_as_at, unchanged_as_at, prob) WITH (DROP_EXISTING = OFF, ONLINE = ON) ON [PRIMARY];",DROP INDEX [idx_tblVulnerability_scores_pid_covering] ON [dbo].[tblVulnerability_scores];
activist_insight,2026-05-10 01:35:21.070,[dbo].[tblSystem_SQLlog],dbo,tblSystem_SQLlog,1,PK_tblSystem_sqllog,CLUSTERED,1,1,0,0,0,NULL,0,PRIMARY,log_id,NULL,1,4,log_id,NULL,log_id||,7570299,1,3288.77,0,7,5,248026,12,0.00,-248014,NULL,2026-08-26 15:27:53.870,2026-06-23 09:18:45.357,2026-09-02 09:01:52.230,"CREATE UNIQUE CLUSTERED INDEX [PK_tblSystem_sqllog] ON [dbo].[tblSystem_SQLlog] ([log_id] ASC) WITH (DROP_EXISTING = OFF, ONLINE = ON) ON [PRIMARY];","-- Constraint-backed, review before dropping: ALTER TABLE [dbo].[tblSystem_SQLlog] DROP CONSTRAINT [PK_tblSystem_sqllog];"
activist_insight,2026-05-10 01:35:21.070,[dbo].[tblSystem_SQLlog],dbo,tblSystem_SQLlog,2,idx_tblSystem_SQLlog,NONCLUSTERED,0,0,0,0,0,NULL,0,PRIMARY,"dbname, procname, parent_id, logtime",NULL,4,524,"dbname, procname, parent_id, logtime",NULL,"dbname, procname, parent_id, logtime||",7570299,1,1075.70,0,5,0,248026,5,0.00,-248021,NULL,2026-06-23 09:18:45.357,NULL,2026-09-02 09:01:52.230,"CREATE NONCLUSTERED INDEX [idx_tblSystem_SQLlog] ON [dbo].[tblSystem_SQLlog] ([dbname] ASC, [procname] ASC, [parent_id] ASC, [logtime] DESC) WITH (DROP_EXISTING = OFF, ONLINE = ON) ON [PRIMARY];",DROP INDEX [idx_tblSystem_SQLlog] ON [dbo].[tblSystem_SQLlog];
activist_insight,2026-05-10 01:35:21.070,[dbo].[tblStock_values_Xignite_bak],dbo,tblStock_values_Xignite_bak,0,NULL,HEAP,0,0,0,0,0,NULL,0,PRIMARY,NULL,NULL,0,0,NULL,NULL,||,7258529,1,719.50,0,0,0,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
activist_insight,2026-05-10 01:35:21.070,[dbo].[tblType_345_form_detail_footnotes],dbo,tblType_345_form_detail_footnotes,1,PK_tblType_3_form_detail_footnotes,CLUSTERED,1,1,0,0,0,NULL,0,PRIMARY,type_345_form_detail_footnote_id,NULL,1,4,type_345_form_detail_footnote_id,NULL,type_345_form_detail_footnote_id||,6454605,1,1725.69,0,0,0,140378,0,0.00,-140378,NULL,NULL,NULL,2026-09-02 09:02:11.013,"CREATE UNIQUE CLUSTERED INDEX [PK_tblType_3_form_detail_footnotes] ON [dbo].[tblType_345_form_detail_footnotes] ([type_345_form_detail_footnote_id] ASC) WITH (DROP_EXISTING = OFF, ONLINE = ON) ON [PRIMARY];","-- Constraint-backed, review before dropping: ALTER TABLE [dbo].[tblType_345_form_detail_footnotes] DROP CONSTRAINT [PK_tblType_3_form_detail_footnotes];"
activist_insight,2026-05-10 01:35:21.070,[dbo].[tblType_345_form_detail_footnotes],dbo,tblType_345_form_detail_footnotes,3,IX_tblType_345_form_detail_footnotes_type_345_form_detail_id,NONCLUSTERED,0,0,0,0,0,NULL,0,PRIMARY,type_345_form_detail_id,NULL,1,4,type_345_form_detail_id,NULL,type_345_form_detail_id||,6454605,1,182.64,58823,0,0,140378,58823,0.42,-81555,2026-09-02 09:02:11.557,NULL,NULL,2026-09-02 09:02:11.013,"CREATE NONCLUSTERED INDEX [IX_tblType_345_form_detail_footnotes_type_345_form_detail_id] ON [dbo].[tblType_345_form_detail_footnotes] ([type_345_form_detail_id] ASC) WITH (DROP_EXISTING = OFF, ONLINE = ON) ON [PRIMARY];",DROP INDEX [IX_tblType_345_form_detail_footnotes_type_345_form_detail_id] ON [dbo].[tblType_345_form_detail_footnotes];
activist_insight,2026-05-10 01:35:21.070,[dbo].[tblFundamental_metric_year_values],dbo,tblFundamental_metric_year_values,1,PK_tblFundamental_metric_year_value,CLUSTERED,1,1,0,0,0,NULL,0,PRIMARY,fundamental_metric_year_value_id,NULL,1,8,fundamental_metric_year_value_id,NULL,fundamental_metric_year_value_id||,5928341,1,360.09,0,155484389,0,311460101,155484389,0.50,-155975712,NULL,2026-09-02 09:02:53.877,NULL,2026-09-02 09:02:53.877,"CREATE UNIQUE CLUSTERED INDEX [PK_tblFundamental_metric_year_value] ON [dbo].[tblFundamental_metric_year_values] ([fundamental_metric_year_value_id] ASC) WITH (DROP_EXISTING = OFF, ONLINE = ON) ON [PRIMARY];","-- Constraint-backed, review before dropping: ALTER TABLE [dbo].[tblFundamental_metric_year_values] DROP CONSTRAINT [PK_tblFundamental_metric_year_value];"
activist_insight,2026-05-10 01:35:21.070,[dbo].[tblFundamental_metric_year_values],dbo,tblFundamental_metric_year_values,6,idx_fundamental_metrics_year_values_cik_id,NONCLUSTERED,0,0,0,0,0,NULL,0,PRIMARY,CIK_Id,"fundamental_metric_year_value_id, metric_id, value, year",1,4,cik_id,"fundamental_metric_year_value_id, metric_id, value, year","cik_id|fundamental_metric_year_value_id, metric_id, value, year|",5928341,1,391.39,511382,0,0,311460101,511382,0.00,-310948719,2026-09-02 09:02:53.893,NULL,NULL,2026-09-02 09:02:53.877,"CREATE NONCLUSTERED INDEX [idx_fundamental_metrics_year_values_cik_id] ON [dbo].[tblFundamental_metric_year_values] ([CIK_Id] ASC) INCLUDE (fundamental_metric_year_value_id, metric_id, value, year) WITH (DROP_EXISTING = OFF, ONLINE = ON) ON [PRIMARY];",DROP INDEX [idx_fundamental_metrics_year_values_cik_id] ON [dbo].[tblFundamental_metric_year_values];
activist_insight,2026-05-10 01:35:21.070,[dbo].[tblFundamental_metric_year_values],dbo,tblFundamental_metric_year_values,7,NonClusteredIndex-20170406-123706,NONCLUSTERED,0,0,0,0,0,NULL,0,PRIMARY,"metric_id, CIK_Id, year",value,3,12,"metric_id, cik_id, year",value,"metric_id, cik_id, year|value|",5928341,1,441.08,0,0,0,311460101,0,0.00,-311460101,NULL,NULL,NULL,2026-09-02 09:02:53.877,"CREATE NONCLUSTERED INDEX [NonClusteredIndex-20170406-123706] ON [dbo].[tblFundamental_metric_year_values] ([metric_id] ASC, [CIK_Id] ASC, [year] ASC) INCLUDE (value) WITH (DROP_EXISTING = OFF, ONLINE = ON) ON [PRIMARY];",DROP INDEX [NonClusteredIndex-20170406-123706] ON [dbo].[tblFundamental_metric_year_values];
activist_insight,2026-05-10 01:35:21.070,[dbo].[tblFundamental_metric_year_values],dbo,tblFundamental_metric_year_values,8,idxmetric_cik_year,NONCLUSTERED,0,0,0,0,0,NULL,0,PRIMARY,"metric_id, CIK_Id, year, value",fundamental_metric_year_value_id,4,21,"metric_id, cik_id, year, value",fundamental_metric_year_value_id,"metric_id, cik_id, year, value|fundamental_metric_year_value_id|",5928341,1,441.74,414468201,0,0,311460101,414468201,1.33,103008100,2026-09-02 09:02:53.877,NULL,NULL,2026-09-02 09:02:53.877,"CREATE NONCLUSTERED INDEX [idxmetric_cik_year] ON [dbo].[tblFundamental_metric_year_values] ([metric_id] ASC, [CIK_Id] ASC, [year] ASC, [value] ASC) INCLUDE (fundamental_metric_year_value_id) WITH (DROP_EXISTING = OFF, ONLINE = ON) ON [PRIMARY];",DROP INDEX [idxmetric_cik_year] ON [dbo].[tblFundamental_metric_year_values];
activist_insight,2026-05-10 01:35:21.070,[dbo].[tblISC_SEC_seperates],dbo,tblISC_SEC_seperates,1,cdx_tblISC_SEC_seperates_CIK_Instant,CLUSTERED,0,0,0,0,0,NULL,90,PRIMARY,"CIK_id, Instant_date",NULL,2,7,"cik_id, instant_date",NULL,"cik_id, instant_date||",4783793,1,239.73,231834,10,69213,230319,301057,1.31,70738,2026-09-02 08:59:13.477,2026-08-13 11:38:08.730,2026-09-02 07:35:56.617,2026-09-02 09:01:43.323,"CREATE CLUSTERED INDEX [cdx_tblISC_SEC_seperates_CIK_Instant] ON [dbo].[tblISC_SEC_seperates] ([CIK_id] ASC, [Instant_date] ASC) WITH (DROP_EXISTING = OFF, ONLINE = ON, FILLFACTOR = 90) ON [PRIMARY];",DROP INDEX [cdx_tblISC_SEC_seperates_CIK_Instant] ON [dbo].[tblISC_SEC_seperates];
activist_insight,2026-05-10 01:35:21.070,[dbo].[tblISC_SEC_seperates],dbo,tblISC_SEC_seperates,2,PK_tblISC_SEC_seperates,NONCLUSTERED,1,1,0,0,0,NULL,0,PRIMARY,ISC_SEC_seperates_id,NULL,1,4,isc_sec_seperates_id,NULL,isc_sec_seperates_id||,4783793,1,115.09,2723,149688,0,149688,152411,1.02,2723,2026-09-02 07:35:56.617,2026-09-01 21:26:00.383,NULL,2026-09-01 21:26:00.383,"CREATE UNIQUE NONCLUSTERED INDEX [PK_tblISC_SEC_seperates] ON [dbo].[tblISC_SEC_seperates] ([ISC_SEC_seperates_id] ASC) WITH (DROP_EXISTING = OFF, ONLINE = ON) ON [PRIMARY];","-- Constraint-backed, review before dropping: ALTER TABLE [dbo].[tblISC_SEC_seperates] DROP CONSTRAINT [PK_tblISC_SEC_seperates];"
activist_insight,2026-05-10 01:35:21.070,[dbo].[tblISC_SEC_seperates],dbo,tblISC_SEC_seperates,3,idx_tblISC_SEC_seperates_CIK_dual_share_Context,NONCLUSTERED,0,0,0,0,0,NULL,90,PRIMARY,"CIK_id, dual_share_class_id_linked, Context_tag",NULL,3,108,"cik_id, dual_share_class_id_linked, context_tag",NULL,"cik_id, dual_share_class_id_linked, context_tag||",4783793,1,157.83,2768,0,0,152456,2768,0.02,-149688,2026-09-02 09:01:43.323,NULL,NULL,2026-09-02 09:01:43.323,"CREATE NONCLUSTERED INDEX [idx_tblISC_SEC_seperates_CIK_dual_share_Context] ON [dbo].[tblISC_SEC_seperates] ([CIK_id] ASC, [dual_share_class_id_linked] ASC, [Context_tag] ASC) WITH (DROP_EXISTING = OFF, ONLINE = ON, FILLFACTOR = 90) ON [PRIMARY];",DROP INDEX [idx_tblISC_SEC_seperates_CIK_dual_share_Context] ON [dbo].[tblISC_SEC_seperates];
activist_insight,2026-05-10 01:35:21.070,[dbo].[tblISC_SEC_seperates],dbo,tblISC_SEC_seperates,12,idx_tblISC_SEC_seperates_Instant_DEI_StatEq_Linked,NONCLUSTERED,0,0,0,0,0,NULL,90,PRIMARY,"Instant_date, DEIorGAAP, IsStatEqCompAx, Linked_ISC_SEC_id",NULL,4,13,"instant_date, deiorgaap, isstateqcompax, linked_isc_sec_id",NULL,"instant_date, deiorgaap, isstateqcompax, linked_isc_sec_id||",4783793,1,70.19,77863,0,0,227551,77863,0.34,-149688,2026-09-01 21:26:00.410,NULL,NULL,2026-09-01 21:26:00.410,"CREATE NONCLUSTERED INDEX [idx_tblISC_SEC_seperates_Instant_DEI_StatEq_Linked] ON [dbo].[tblISC_SEC_seperates] ([Instant_date] ASC, [DEIorGAAP] ASC, [IsStatEqCompAx] ASC, [Linked_ISC_SEC_id] ASC) WITH (DROP_EXISTING = OFF, ONLINE = ON, FILLFACTOR = 90) ON [PRIMARY];",DROP INDEX [idx_tblISC_SEC_seperates_Instant_DEI_StatEq_Linked] ON [dbo].[tblISC_SEC_seperates];
activist_insight,2026-05-10 01:35:21.070,[dbo].[tblISC_SEC_seperates],dbo,tblISC_SEC_seperates,13,idx_tblISC_SEC_seperates_Linked_ISC_SEC_id,NONCLUSTERED,0,0,0,0,0,NULL,90,PRIMARY,Linked_ISC_SEC_id,NULL,1,4,linked_isc_sec_id,NULL,linked_isc_sec_id||,4783793,1,64.19,66490,0,0,227551,66490,0.29,-161061,2026-09-01 21:26:00.387,NULL,NULL,2026-09-01 21:26:00.410,"CREATE NONCLUSTERED INDEX [idx_tblISC_SEC_seperates_Linked_ISC_SEC_id] ON [dbo].[tblISC_SEC_seperates] ([Linked_ISC_SEC_id] ASC) WITH (DROP_EXISTING = OFF, ONLINE = ON, FILLFACTOR = 90) ON [PRIMARY];",DROP INDEX [idx_tblISC_SEC_seperates_Linked_ISC_SEC_id] ON [dbo].[tblISC_SEC_seperates];
activist_insight,2026-05-10 01:35:21.070,[dbo].[tblIP_database],dbo,tblIP_database,1,PK_tblIP_database,CLUSTERED,1,1,0,0,0,NULL,0,PRIMARY,IP_Id,NULL,1,4,ip_id,NULL,ip_id||,4492632,1,463.43,0,0,0,0,0,NULL,0,NULL,NULL,NULL,NULL,"CREATE UNIQUE CLUSTERED INDEX [PK_tblIP_database] ON [dbo].[tblIP_database] ([IP_Id] ASC) WITH (DROP_EXISTING = OFF, ONLINE = ON) ON [PRIMARY];","-- Constraint-backed, review before dropping: ALTER TABLE [dbo].[tblIP_database] DROP CONSTRAINT [PK_tblIP_database];"
activist_insight,2026-05-10 01:35:21.070,[dbo].[tblSiteLog],dbo,tblSiteLog,1,PK_tblSiteLog,CLUSTERED,1,1,0,0,0,NULL,0,PRIMARY,Log_Id,NULL,1,4,log_id,NULL,log_id||,4482169,1,439.55,0,9,491,156500,500,0.00,-156000,NULL,2026-08-13 07:22:42.040,2026-09-01 14:07:19.050,2026-09-02 09:02:51.813,"CREATE UNIQUE CLUSTERED INDEX [PK_tblSiteLog] ON [dbo].[tblSiteLog] ([Log_Id] ASC) WITH (DROP_EXISTING = OFF, ONLINE = ON) ON [PRIMARY];","-- Constraint-backed, review before dropping: ALTER TABLE [dbo].[tblSiteLog] DROP CONSTRAINT [PK_tblSiteLog];"
activist_insight,2026-05-10 01:35:21.070,[dbo].[tblSiteLog],dbo,tblSiteLog,2,NonClusteredIndex-20160921-150729,NONCLUSTERED,0,0,0,0,0,NULL,0,PRIMARY,EvDate,NULL,1,3,evdate,NULL,evdate||,4482169,1,96.02,0,355,0,156500,355,0.00,-156145,NULL,2026-09-01 09:14:50.843,NULL,2026-09-02 09:02:51.813,"CREATE NONCLUSTERED INDEX [NonClusteredIndex-20160921-150729] ON [dbo].[tblSiteLog] ([EvDate] ASC) WITH (DROP_EXISTING = OFF, ONLINE = ON) ON [PRIMARY];",DROP INDEX [NonClusteredIndex-20160921-150729] ON [dbo].[tblSiteLog];
activist_insight,2026-05-10 01:35:21.070,[dbo].[tblSiteLog],dbo,tblSiteLog,3,NonClusteredIndex-20171213-151131,NONCLUSTERED,0,0,0,0,0,NULL,0,PRIMARY,"EvDate, Action",User_Id,2,303,"evdate, action",user_id,"evdate, action|user_id|",4482169,1,360.92,116,356,0,156500,472,0.00,-156028,2026-09-01 14:07:19.050,2026-09-02 03:00:00.347,NULL,2026-09-02 09:02:51.813,"CREATE NONCLUSTERED INDEX [NonClusteredIndex-20171213-151131] ON [dbo].[tblSiteLog] ([EvDate] ASC, [Action] ASC) INCLUDE (User_Id) WITH (DROP_EXISTING = OFF, ONLINE = ON) ON [PRIMARY];",DROP INDEX [NonClusteredIndex-20171213-151131] ON [dbo].[tblSiteLog];
activist_insight,2026-05-10 01:35:21.070,[dbo].[tblSiteLog],dbo,tblSiteLog,4,NonClusteredIndex-20160921-150716,NONCLUSTERED,0,0,0,0,0,NULL,0,PRIMARY,User_Id,NULL,1,4,user_id,NULL,user_id||,4482169,1,106.45,83,0,0,156500,83,0.00,-156417,2026-08-31 00:00:26.097,NULL,NULL,2026-09-02 09:02:51.813,"CREATE NONCLUSTERED INDEX [NonClusteredIndex-20160921-150716] ON [dbo].[tblSiteLog] ([User_Id] ASC) WITH (DROP_EXISTING = OFF, ONLINE = ON) ON [PRIMARY];",DROP INDEX [NonClusteredIndex-20160921-150716] ON [dbo].[tblSiteLog];
activist_insight,2026-05-10 01:35:21.070,[dbo].[tblType_345_form_detail_non_derivative_transactions],dbo,tblType_345_form_detail_non_derivative_transactions,1,cdx_tblType_345_form_detail_non_derivative_transactions_form_detail_id,CLUSTERED,0,0,0,0,0,NULL,90,PRIMARY,type_345_form_detail_id,NULL,1,4,type_345_form_detail_id,NULL,type_345_form_detail_id||,4290478,1,192.02,58824,0,0,88164,58824,0.67,-29340,2026-09-02 09:02:11.353,NULL,NULL,2026-09-02 09:02:10.923,"CREATE CLUSTERED INDEX [cdx_tblType_345_form_detail_non_derivative_transactions_form_detail_id] ON [dbo].[tblType_345_form_detail_non_derivative_transactions] ([type_345_form_detail_id] ASC) WITH (DROP_EXISTING = OFF, ONLINE = ON, FILLFACTOR = 90) ON [PRIMARY];",DROP INDEX [cdx_tblType_345_form_detail_non_derivative_transactions_form_detail_id] ON [dbo].[tblType_345_form_detail_non_derivative_transactions];
activist_insight,2026-05-10 01:35:21.070,[dbo].[tblType_345_form_detail_non_derivative_transactions],dbo,tblType_345_form_detail_non_derivative_transactions,7,PK_tblType_345_non_derivative_transactions,NONCLUSTERED,1,1,0,0,0,NULL,0,PRIMARY,type_345_form_detail_non_derivative_transaction_id,NULL,1,4,type_345_form_detail_non_derivative_transaction_id,NULL,type_345_form_detail_non_derivative_transaction_id||,4290478,1,50.57,0,0,0,88164,0,0.00,-88164,NULL,NULL,NULL,2026-09-02 09:02:10.923,"CREATE UNIQUE NONCLUSTERED INDEX [PK_tblType_345_non_derivative_transactions] ON [dbo].[tblType_345_form_detail_non_derivative_transactions] ([type_345_form_detail_non_derivative_transaction_id] ASC) WITH (DROP_EXISTING = OFF, ONLINE = ON) ON [PRIMARY];","-- Constraint-backed, review before dropping: ALTER TABLE [dbo].[tblType_345_form_detail_non_derivative_transactions] DROP CONSTRAINT [PK_tblType_345_non_derivative_transactions];"
activist_insight,2026-05-10 01:35:21.070,[dbo].[tblheartbeat_server],dbo,tblheartbeat_server,0,NULL,HEAP,0,0,0,0,0,NULL,0,PRIMARY,NULL,NULL,0,0,NULL,NULL,||,3711440,1,137.15,0,0,0,113191,0,0.00,-113191,NULL,NULL,NULL,2026-09-02 09:02:36.360,NULL,NULL
activist_insight,2026-05-10 01:35:21.070,[dbo].[tblleven_searchdata],dbo,tblleven_searchdata,1,PK_tblleven_searchdata,CLUSTERED,1,1,0,0,0,NULL,0,PRIMARY,leven_searchdata_id,NULL,1,4,leven_searchdata_id,NULL,leven_searchdata_id||,3533877,1,280.62,0,0,739,289,739,2.56,450,NULL,NULL,2026-09-02 02:06:25.720,2026-09-02 02:05:53.330,"CREATE UNIQUE CLUSTERED INDEX [PK_tblleven_searchdata] ON [dbo].[tblleven_searchdata] ([leven_searchdata_id] ASC) WITH (DROP_EXISTING = OFF, ONLINE = ON) ON [PRIMARY];","-- Constraint-backed, review before dropping: ALTER TABLE [dbo].[tblleven_searchdata] DROP CONSTRAINT [PK_tblleven_searchdata];"
activist_insight,2026-05-10 01:35:21.070,[dbo].[tblleven_searchdata],dbo,tblleven_searchdata,5,idx_covering_supporting,NONCLUSTERED,0,0,0,0,0,NULL,0,PRIMARY,leven_request_id,link_supporting_id,1,4,leven_request_id,link_supporting_id,leven_request_id|link_supporting_id|,3533877,1,108.07,739,0,0,289,739,2.56,450,2026-09-02 02:06:25.720,NULL,NULL,2026-09-02 02:05:53.330,"CREATE NONCLUSTERED INDEX [idx_covering_supporting] ON [dbo].[tblleven_searchdata] ([leven_request_id] ASC) INCLUDE (link_supporting_id) WITH (DROP_EXISTING = OFF, ONLINE = ON) ON [PRIMARY];",DROP INDEX [idx_covering_supporting] ON [dbo].[tblleven_searchdata];
activist_insight,2026-05-10 01:35:21.070,[dbo].[stgVotingImport_Unmatched],dbo,stgVotingImport_Unmatched,1,CDX_stgVotingImport_Unmatched_import_status_import_check_id,CLUSTERED,0,0,0,0,0,NULL,0,PRIMARY,"import_status, import_check_id",NULL,2,5,"import_status, import_check_id",NULL,"import_status, import_check_id||",3510739,1,395.22,24,1,2,80,27,0.34,-53,2026-08-18 15:57:01.260,2026-06-30 12:01:26.963,2026-06-30 12:01:50.423,2026-08-18 15:57:01.260,"CREATE CLUSTERED INDEX [CDX_stgVotingImport_Unmatched_import_status_import_check_id] ON [dbo].[stgVotingImport_Unmatched] ([import_status] ASC, [import_check_id] ASC) WITH (DROP_EXISTING = OFF, ONLINE = ON) ON [PRIMARY];",DROP INDEX [CDX_stgVotingImport_Unmatched_import_status_import_check_id] ON [dbo].[stgVotingImport_Unmatched];
activist_insight,2026-05-10 01:35:21.070,[dbo].[stgVotingImport_Unmatched],dbo,stgVotingImport_Unmatched,2,PK__stgVotingImport_Unmatched__unmatched_id,NONCLUSTERED,1,1,0,0,0,NULL,0,PRIMARY,unmatched_id,NULL,1,4,unmatched_id,NULL,unmatched_id||,3510739,1,135.63,0,8,0,80,8,0.10,-72,NULL,2026-08-18 15:53:13.673,NULL,2026-08-18 15:57:01.260,"CREATE UNIQUE NONCLUSTERED INDEX [PK__stgVotingImport_Unmatched__unmatched_id] ON [dbo].[stgVotingImport_Unmatched] ([unmatched_id] ASC) WITH (DROP_EXISTING = OFF, ONLINE = ON) ON [PRIMARY];","-- Constraint-backed, review before dropping: ALTER TABLE [dbo].[stgVotingImport_Unmatched] DROP CONSTRAINT [PK__stgVotingImport_Unmatched__unmatched_id];"
activist_insight,2026-05-10 01:35:21.070,[dbo].[tblpowersearch_link],dbo,tblpowersearch_link,1,idxpowersearch_link_pidinvestor,CLUSTERED,0,0,0,0,0,NULL,0,PRIMARY,"pid, investor_id",NULL,2,8,"pid, investor_id",NULL,"pid, investor_id||",3462658,1,131.69,0,0,0,0,0,NULL,0,NULL,NULL,NULL,NULL,"CREATE CLUSTERED INDEX [idxpowersearch_link_pidinvestor] ON [dbo].[tblpowersearch_link] ([pid] ASC, [investor_id] ASC) WITH (DROP_EXISTING = OFF, ONLINE = ON) ON [PRIMARY];",DROP INDEX [idxpowersearch_link_pidinvestor] ON [dbo].[tblpowersearch_link];
activist_insight,2026-05-10 01:35:21.070,[dbo].[tblpowersearch_link],dbo,tblpowersearch_link,2,PKpowersearch_link,NONCLUSTERED,1,1,0,0,0,NULL,0,PRIMARY,link_id,NULL,1,8,link_id,NULL,link_id||,3462658,1,121.61,0,0,0,0,0,NULL,0,NULL,NULL,NULL,NULL,"CREATE UNIQUE NONCLUSTERED INDEX [PKpowersearch_link] ON [dbo].[tblpowersearch_link] ([link_id] ASC) WITH (DROP_EXISTING = OFF, ONLINE = ON) ON [PRIMARY];","-- Constraint-backed, review before dropping: ALTER TABLE [dbo].[tblpowersearch_link] DROP CONSTRAINT [PKpowersearch_link];"
